Longitude,Latitude,datetime,UHI Index,geometry,building_count_100m,total_building_area_100m,building_count_500m,total_building_area_500m,building_count_1000m,total_building_area_1000m
-73.97290333,40.76901667,24-07-2021 15:02,0.981845731,POINT (586681.9486428683 4513623.616061834),4,11302.450777667162,47,188494.02363089414,203,1379236.6085415343
-73.97277667,40.76897333,24-07-2021 15:02,0.984009446,POINT (586692.69463149 4513618.930143147),4,11302.450777667162,48,194778.39916457326,202,1359685.864028252
-73.97263667,40.76893667,24-07-2021 15:02,0.984009446,POINT (586704.55780087 4513614.998955199),4,11302.450777667162,48,194778.39916457326,201,1351741.5712464973
-73.97249167,40.76890333,24-07-2021 15:02,0.986173161,POINT (586716.8386499997 4513611.441273841),4,11302.450777667162,49,201797.46066295408,201,1349805.251926093
-73.97236167,40.76886833,24-07-2021 15:02,0.986173161,POINT (586727.8557199955 4513607.684511205),3,10930.061914537491,50,209159.4116981837,199,1325319.9521233533
-73.972235,40.76882333,24-07-2021 15:02,0.986173161,POINT (586738.6047649054 4513602.814395559),3,10930.061914537491,50,209159.4116981837,201,1336492.48201427
-73.97197167,40.76874,24-07-2021 15:02,0.984009446,POINT (586760.937346271 4513593.824511348),3,10930.061914537491,50,208760.520026389,202,1332300.475653854
-73.971835,40.76870333,24-07-2021 15:02,0.984009446,POINT (586772.5195659875 4513589.889027964),4,11085.276556788962,52,223633.41293835882,201,1326697.0311094238
-73.971705,40.76865833,24-07-2021 15:02,0.984009446,POINT (586783.5497091869 4513585.022270463),6,12127.244936794747,53,236760.4759569651,202,1338948.1008116554
-73.97157833,40.76861,24-07-2021 15:02,0.984009446,POINT (586794.3031584522 4513579.78257914),6,12127.244936794747,55,251961.98927413748,201,1321699.8395001278
-73.97145,40.76855833,24-07-2021 15:02,0.981845731,POINT (586805.2010690848 4513574.173780041),5,12057.752179427107,57,267437.0751697516,202,1338042.4533448748
-73.97132667,40.76849667,24-07-2021 15:02,0.981845731,POINT (586815.6900136673 4513567.4510821225),4,11866.023533465275,57,267437.0751697516,207,1369782.1997322089
-73.97120667,40.76843833,24-07-2021 15:03,0.979682016,POINT (586825.8936129883 4513561.093648702),4,11866.023533465275,58,275009.3736991654,212,1408231.4675104506
-73.97109333,40.76837833,24-07-2021 15:03,0.979682016,POINT (586835.5373051913 4513554.545364334),6,27699.819108697397,57,274792.1906520762,211,1408093.3694723372
-73.97099,40.76832167,24-07-2021 15:03,0.981845731,POINT (586844.3318482761 4513548.35794914),6,27699.819108697397,57,280405.07998567534,210,1404475.9254437962
-73.97089833,40.76827667,24-07-2021 15:03,0.981845731,POINT (586852.1271494202 4513543.453350612),6,27699.819108697397,57,280405.07998567534,210,1414423.32607112
-73.97081833,40.76823667,24-07-2021 15:03,0.981845731,POINT (586858.9310313902 4513539.092244577),6,27699.819108697397,57,280405.07998567534,208,1406102.422151746
-73.97075167,40.76820333,24-07-2021 15:04,0.981845731,POINT (586864.6003852383 4513535.457247596),6,27699.819108697397,58,287949.1237441707,208,1395184.5737999144
-73.970695,40.76817667,24-07-2021 15:04,0.981845731,POINT (586869.4179133192 4513532.553894338),6,27699.819108697397,59,292466.44035569,209,1396788.2380796373
-73.97064667,40.768155,24-07-2021 15:04,0.981845731,POINT (586873.5250702921 4513530.196214042),7,35697.923083500296,58,292148.3246288379,210,1408398.9052392945
-73.97061167,40.768135,24-07-2021 15:04,0.981845731,POINT (586876.5050347886 4513528.010718654),7,35697.923083500296,57,292074.7533575097,210,1408398.9052392945
-73.97057833,40.76811833,24-07-2021 15:04,0.981845731,POINT (586879.3405636194 4513526.193236155),7,35697.923083500296,56,291945.4551086687,210,1409769.681313402
-73.97055,40.76810333,24-07-2021 15:04,0.981845731,POINT (586881.7510864184 4513524.55617608),7,35697.923083500296,56,291945.4551086687,211,1414521.2292141158
-73.97041667,40.76793333,24-07-2021 15:04,0.984129652,POINT (586893.2252856032 4513505.816916939),7,35697.923083500296,58,309632.30274221516,212,1401807.7065067643
-73.97043833,40.76791667,24-07-2021 15:04,0.984129652,POINT (586891.4189309261 4513503.9460762525),7,35697.923083500296,58,309632.30274221516,212,1401807.7065067643
-73.97046833,40.76789667,24-07-2021 15:04,0.986293367,POINT (586888.9130477428 4513501.696210481),7,35697.923083500296,59,309877.7570290708,212,1401807.7065067643
-73.97051667,40.767855,24-07-2021 15:04,0.986293367,POINT (586884.8875322067 4513497.0226460975),7,35697.923083500296,60,317160.1630112858,211,1382826.4815280573
-73.97068667,40.76780167,24-07-2021 15:04,0.979802222,POINT (586870.6093360959 4513490.93426206),8,35957.34184982535,56,299960.0925751168,213,1409429.2100860155
-73.97071333,40.76775167,24-07-2021 15:04,0.984129652,POINT (586868.4244018028 4513485.357480345),8,35957.34184982535,56,299960.0925751168,213,1409429.2100860155
-73.97073333,40.76770167,24-07-2021 15:04,0.984129652,POINT (586866.8015557122 4513479.787293652),8,35957.34184982535,57,306840.7175530973,213,1418369.840730923
-73.97074833,40.76765333,24-07-2021 15:04,0.984129652,POINT (586865.5985362617 4513474.406330726),9,36143.8326935636,57,306840.7175530973,214,1424485.3013682845
-73.970765,40.767625,24-07-2021 15:04,0.984129652,POINT (586864.2285114373 4513471.244978149),9,36143.8326935636,57,306840.7175530973,218,1462119.0953433805
-73.97078,40.76759667,24-07-2021 15:04,0.986293367,POINT (586862.999430518 4513468.0852793045),9,36143.8326935636,56,299289.3988693656,219,1463137.7612819802
-73.97080333,40.76753333,24-07-2021 15:04,0.984129652,POINT (586861.112901188 4513461.030954799),9,36143.8326935636,58,322738.80863910436,220,1465742.825430767
-73.970895,40.76743167,24-07-2021 15:04,0.988577288,POINT (586853.508475249 4513449.655159653),10,43972.172150525956,59,330679.7093465506,221,1472877.5048688394
-73.97092667,40.76741333,24-07-2021 15:04,0.990741003,POINT (586850.8594549593 4513447.587926886),9,43816.957508274485,59,330679.7093465506,221,1468723.5294426982
-73.97095833,40.76738833,24-07-2021 15:04,0.990741003,POINT (586848.2199486132 4513444.781393924),8,36022.566644713566,59,339542.3533715331,220,1456909.5850196225
-73.97098833,40.76736667,24-07-2021 15:04,0.986413573,POINT (586845.7161932732 4513442.347270767),8,36022.566644713566,59,339542.3533715331,220,1456909.5850196225
-73.97101167,40.767345,24-07-2021 15:04,0.986413573,POINT (586843.774543938 4513439.918630895),8,36022.566644713566,59,339542.3533715331,220,1456909.5850196225
-73.97106167,40.76731167,24-07-2021 15:04,0.986413573,POINT (586839.598006022 4513436.169253313),8,36022.566644713566,57,324705.93211843196,219,1445670.0982686607
-73.97111833,40.767265,24-07-2021 15:04,0.984249858,POINT (586834.8767348318 4513430.932444078),8,36022.566644713566,58,331964.09504583,218,1430782.1829057168
-73.971145,40.76720833,24-07-2021 15:04,0.986413573,POINT (586832.6995933048 4513424.615243106),8,36022.566644713566,59,339567.1909078179,219,1443406.1578723064
-73.97117167,40.76717667,24-07-2021 15:05,0.986413573,POINT (586830.4898913297 4513421.074344555),8,36022.566644713566,59,339567.1909078179,218,1435925.3626797956
-73.97120333,40.76713833,24-07-2021 15:05,0.990741003,POINT (586827.8677323058 4513416.7869770145),8,36022.566644713566,59,339567.1909078179,218,1435925.3626797956
-73.97123667,40.76709833,24-07-2021 15:05,0.990741003,POINT (586825.1059407654 4513412.313675153),9,36039.31123530685,59,339567.1909078179,218,1434402.667316844
-73.971305,40.76697833,24-07-2021 15:05,0.986413573,POINT (586819.4951517916 4513398.925135578),8,35986.57636791526,59,339794.8275069623,223,1468206.301481454
-73.971385,40.76688667,24-07-2021 15:05,0.986413573,POINT (586812.8625194639 4513388.6710102735),9,42577.125174076034,61,354529.9083415615,226,1494572.2090628403
-73.971425,40.76684,24-07-2021 15:05,0.990741003,POINT (586809.5472894508 4513383.450703588),9,42577.125174076034,62,371766.43913902395,226,1491934.9330726573
-73.97148667,40.76677667,24-07-2021 15:05,0.990741003,POINT (586804.4248022201 4513376.359570344),8,34537.72046240483,60,367325.6773301638,226,1487516.4198235755
-73.971505,40.76674833,24-07-2021 15:05,0.990741003,POINT (586802.9146419121 4513373.195477797),8,34537.72046240483,59,364808.2919270475,227,1499654.0497400227
-73.97151333,40.76673333,24-07-2021 15:05,0.990741003,POINT (586802.2311148031 4513371.522121431),8,34537.72046240483,59,364808.2919270475,226,1488719.5565600838
-73.97152,40.76672333,24-07-2021 15:05,0.990741003,POINT (586801.6811839117 4513370.40544576),8,34537.72046240483,59,364808.2919270475,226,1488719.5565600838
-73.97155333,40.76664,24-07-2021 15:05,0.995068433,POINT (586798.9765853491 4513361.12220284),8,34537.72046240483,59,364808.2919270475,225,1480253.5764304649
-73.97158167,40.76642167,24-07-2021 15:05,0.997232148,POINT (586796.8687960805 4513336.857865248),7,33548.48694979063,61,374295.873848094,227,1495909.4494312855
-73.97162,40.76634333,24-07-2021 15:05,0.997232148,POINT (586793.7356855536 4513328.123606621),7,33548.48694979063,62,382128.3890051411,228,1499846.9309666355
-73.97166167,40.766305,24-07-2021 15:05,0.992904718,POINT (586790.2686144975 4513323.827461358),7,33548.48694979063,61,374651.22302906326,229,1509344.270372002
-73.97170333,40.76625667,24-07-2021 15:05,0.992904718,POINT (586786.8153938083 4513318.421251264),7,33548.48694979063,62,376455.7985038522,228,1516312.1030654812
-73.97174667,40.76620833,24-07-2021 15:05,0.992904718,POINT (586783.2203889256 4513313.012271053),6,41239.06177551448,64,393125.925372188,229,1531282.341025271
-73.97182,40.766105,24-07-2021 15:05,0.990741003,POINT (586777.1657560552 4513301.469319581),4,22572.117289503563,63,400231.93913466035,230,1528178.071040572
-73.97185167,40.76605667,24-07-2021 15:05,0.990861209,POINT (586774.5556731201 4513296.07299666),4,22572.117289503563,61,386971.0104707181,231,1529626.11180602
-73.97187833,40.76602167,24-07-2021 15:05,0.990861209,POINT (586772.3510917941 4513292.161361578),4,22572.117289503563,61,386971.0104707181,230,1518067.1218565388
-73.97190333,40.76598333,24-07-2021 15:05,0.990861209,POINT (586770.2909572064 4513287.88060344),3,22385.626445765316,61,386971.0104707181,228,1507573.8160733706
-73.971925,40.76598833,24-07-2021 15:05,0.98653378,POINT (586768.455498614 4513288.414210226),3,22385.626445765316,62,387304.1848350444,228,1507573.8160733706
-73.97194333,40.76597667,24-07-2021 15:05,0.98653378,POINT (586766.9236075142 4513287.101733352),3,22385.626445765316,63,401956.7821037882,228,1507573.8160733706
-73.971965,40.76593333,24-07-2021 15:05,0.988697495,POINT (586765.1510250677 4513282.269231816),3,22385.626445765316,64,408972.24858650734,229,1514941.7964150882
-73.971975,40.765915,24-07-2021 15:06,0.98653378,POINT (586764.3308629646 4513280.224572493),3,22385.626445765316,62,401318.2182355399,229,1514941.7964150882
-73.971985,40.7659,24-07-2021 15:06,0.98653378,POINT (586763.5063691316 4513278.549568702),3,22385.626445765316,62,401318.2182355399,228,1504401.1387686017
-73.972035,40.76583,24-07-2021 15:06,0.990861209,POINT (586759.3773911239 4513270.729589443),3,22385.626445765316,62,401318.2182355399,229,1507235.1376935977
-73.97208333,40.76576667,24-07-2021 15:06,0.98653378,POINT (586755.3806784665 4513263.65168496),3,22385.626445765316,62,401318.2182355399,231,1517995.4433681543
-73.97209333,40.7657,24-07-2021 15:06,0.990861209,POINT (586754.6233793525 4513256.240917943),3,22385.626445765316,64,416160.2046982242,232,1528630.5601440098
-73.97211333,40.76566167,24-07-2021 15:06,0.990861209,POINT (586752.9852144489 4513251.966219339),3,22385.626445765316,63,408627.6123666432,232,1537364.0247778033
-73.97213167,40.76562667,24-07-2021 15:06,0.990861209,POINT (586751.4828222286 4513248.062817931),3,22385.626445765316,64,425864.31666283886,232,1537364.0247778033
-73.97214333,40.7656,24-07-2021 15:06,0.990861209,POINT (586750.5333928454 4513245.090715368),4,30266.77570019415,64,425864.31666283886,233,1549589.2499189335
-73.97215667,40.76558,24-07-2021 15:06,0.990861209,POINT (586749.4334952418 4513242.857372726),4,30266.77570019415,64,425864.31666283886,234,1556548.900613203
-73.97219833,40.76553833,24-07-2021 15:06,0.990861209,POINT (586745.9715445497 4513238.19049421),4,30266.77570019415,64,425864.31666283886,235,1566764.6457326373
-73.97222833,40.765495,24-07-2021 15:06,0.990861209,POINT (586743.4958628517 4513233.350872752),4,30266.77570019415,65,433901.367858609,234,1558882.3001084032
-73.972245,40.765475,24-07-2021 15:06,0.993024924,POINT (586742.1149060889 4513231.114238986),4,30266.77570019415,65,433901.367858609,235,1561980.5177719682
-73.97236333,40.76537167,24-07-2021 15:06,0.997352354,POINT (586732.2620892243 4513219.526838731),3,22438.436243231794,63,418466.15354919573,235,1560022.5850995367
-73.97239667,40.76534833,24-07-2021 15:06,0.997352354,POINT (586729.4785023265 4513216.902962945),3,22438.436243231794,64,433452.8128127761,235,1560022.5850995367
-73.97243333,40.76531833,24-07-2021 15:06,0.997352354,POINT (586726.4233602809 4513213.536495703),3,22438.436243231794,64,433452.8128127761,235,1560022.5850995367
-73.97246167,40.76527,24-07-2021 15:06,0.997352354,POINT (586724.094263415 4513208.143484028),3,22438.436243231794,64,433370.03199643176,233,1548475.1527375495
-73.9725,40.76522167,24-07-2021 15:06,1.003843499,POINT (586720.921994277 4513202.740598802),3,22438.436243231794,64,433370.03199643176,232,1541765.2886417112
-73.97252667,40.76516333,24-07-2021 15:06,1.003843499,POINT (586718.7468527145 4513196.238053417),3,22438.436243231794,64,433370.03199643176,235,1569563.1939939314
-73.97255667,40.76509,24-07-2021 15:06,1.008170928,POINT (586716.3101363827 4513188.068213343),3,22438.436243231794,66,447802.5066915563,238,1588649.3926330449
-73.97264333,40.76498,24-07-2021 15:06,1.010334643,POINT (586709.1388878084 4513175.771727358),3,22438.436243231794,65,440173.6640200914,238,1593426.4650757876
-73.97268667,40.76493833,24-07-2021 15:06,1.010334643,POINT (586705.535084489 4513171.103208807),3,22438.436243231794,67,459428.9229261228,239,1595283.3851917167
-73.97272833,40.76489667,24-07-2021 15:06,1.010334643,POINT (586702.0730583969 4513166.437462366),4,35958.291791861506,66,456648.13430766703,240,1605094.5032615806
-73.97276667,40.76486,24-07-2021 15:06,1.010334643,POINT (586698.8847563358 4513162.328926324),4,35313.80668362616,66,456648.13430766703,238,1598122.4451522403
-73.97279833,40.76483,24-07-2021 15:06,1.014662073,POINT (586696.2515861031 4513158.967413209),4,35313.80668362616,65,448788.5360573452,237,1583258.459851629
-73.97282667,40.764805,24-07-2021 15:07,1.014662073,POINT (586693.8921295314 4513156.164219643),4,35313.80668362616,65,448788.5360573452,238,1591217.1657764683
-73.97285,40.76476833,24-07-2021 15:07,1.012498358,POINT (586691.9706901282 4513152.070518343),4,35313.80668362616,65,448788.5360573452,238,1591217.1657764683
-73.97287167,40.76473667,24-07-2021 15:07,1.012498358,POINT (586690.18284505 4513148.534605902),4,35313.80668362616,64,448679.4701572524,238,1590010.6834925816
-73.972925,40.76467,24-07-2021 15:07,1.014662073,POINT (586685.7683271259 4513141.081036702),4,35313.80668362616,64,448740.2134730382,236,1574735.7716370607
-73.97294333,40.76464333,24-07-2021 15:07,1.016825788,POINT (586684.255894828 4513138.102353754),4,35313.80668362616,64,448740.2134730382,237,1576839.502928336
-73.97294667,40.76459167,24-07-2021 15:07,1.014662073,POINT (586684.0411205218 4513132.364400913),4,35313.80668362616,64,448740.2134730382,238,1588849.1897502712
-73.97289333,40.76457,24-07-2021 15:07,1.016825788,POINT (586688.5712870427 4513130.011566778),4,35313.80668362616,65,456488.811472951,238,1588849.1897502712
-73.97282,40.76456,24-07-2021 15:07,1.014662073,POINT (586694.7734888411 4513128.973946273),4,35313.80668362616,67,466675.2146828224,238,1591055.987232938
-73.97276833,40.76455667,24-07-2021 15:08,1.014662073,POINT (586699.1388738147 4513128.655347893),4,35313.80668362616,66,466302.82581969275,239,1596004.1633561598
-73.972675,40.76454,24-07-2021 15:08,1.014662073,POINT (586707.0377905109 4513126.897080271),4,35313.80668362616,67,473804.5902733781,240,1590290.336948917
-73.97263167,40.76453167,24-07-2021 15:08,1.012498358,POINT (586710.7057626804 4513126.015208677),3,21793.95113499644,67,473804.5902733781,241,1601140.2254514568
-73.97258833,40.76452167,24-07-2021 15:08,1.012498358,POINT (586714.3767505871 4513124.947966069),3,21793.95113499644,67,473804.5902733781,241,1601140.2254514568
-73.97254167,40.76450833,24-07-2021 15:08,1.010334643,POINT (586718.3322966022 4513123.51324127),3,21793.95113499644,67,473804.5902733781,240,1587493.0333922042
-73.97249667,40.76449167,24-07-2021 15:08,1.010334643,POINT (586722.1520525293 4513121.708332527),3,21793.95113499644,69,489238.33911129425,239,1585628.511615164
-73.97245,40.76447167,24-07-2021 15:08,1.012498358,POINT (586726.1171042365 4513119.534311062),3,21793.95113499644,69,489238.33911129425,239,1592557.5837965326
-73.972405,40.76444667,24-07-2021 15:08,1.012498358,POINT (586729.9477070846 4513116.803602848),3,21793.95113499644,70,492435.8399914409,239,1592557.5837965326
-73.97235667,40.76442833,24-07-2021 15:08,1.014662073,POINT (586734.0507132721 4513114.815499123),3,21793.95113499644,70,492435.8399914409,239,1592557.5837965326
-73.97228167,40.76438667,24-07-2021 15:08,1.014662073,POINT (586740.435053275 4513110.26506663),3,21793.95113499644,70,492435.8399914409,237,1571375.8946017737
-73.97222833,40.76435667,24-07-2021 15:08,1.010334643,POINT (586744.9760836362 4513106.987573224),3,21793.95113499644,70,492435.8399914409,237,1571375.8946017737
-73.97217167,40.76432167,24-07-2021 15:08,1.010334643,POINT (586749.8038360348 4513103.1583271185),3,21793.95113499644,70,492435.8399914409,237,1563177.964960573
-73.972105,40.76429833,24-07-2021 15:08,1.010334643,POINT (586755.4612984293 4513100.633330586),3,21793.95113499644,70,492435.8399914409,237,1563177.964960573
-73.97195333,40.76423,24-07-2021 15:08,1.008170928,POINT (586768.351492562 4513093.198162853),5,36639.71393717541,71,491258.4036842285,236,1556190.6574806056
-73.97190333,40.764195,24-07-2021 15:08,1.008170928,POINT (586772.6171450019 4513089.362345035),6,43658.775435556236,71,491258.4036842285,236,1547714.7285242092
-73.97186667,40.76416333,24-07-2021 15:08,1.008170928,POINT (586775.7525392664 4513085.882991261),6,43658.775435556236,70,491066.6750382667,238,1563834.148073241
-73.971825,40.764105,24-07-2021 15:08,1.008170928,POINT (586779.3454739784 4513079.449131297),6,43658.775435556236,69,491013.60299176106,238,1573458.1337622502
-73.97178833,40.76408,24-07-2021 15:08,1.003843499,POINT (586782.473042662 4513076.710210908),6,43658.775435556236,69,491013.60299176106,239,1585320.5352804682
-73.97176667,40.76405333,24-07-2021 15:08,1.003843499,POINT (586784.3359008086 4513073.771062299),6,43658.775435556236,69,491013.60299176106,238,1574816.4015800804
-73.97174667,40.76403,24-07-2021 15:08,1.00612742,POINT (586786.05430666 4513071.201037563),6,43658.775435556236,69,491013.60299176106,239,1582467.1493509419
-73.97141,40.76390333,24-07-2021 15:08,1.008291135,POINT (586814.6350357457 4513057.472773036),6,43658.775435556236,71,512057.6740589434,241,1602274.5029109698
-73.97136333,40.76394167,24-07-2021 15:08,1.01045485,POINT (586818.5242252203 4513061.774983808),6,43658.775435556236,71,512057.6740589434,239,1586674.947058417
-73.97131833,40.76402833,24-07-2021 15:08,1.008291135,POINT (586822.2095702777 4513071.439431572),6,43658.775435556236,72,512316.09889693174,235,1559917.079939539
-73.97129833,40.764055,24-07-2021 15:08,1.008291135,POINT (586823.8629151536 4513074.419795625),6,43658.775435556236,71,501271.0880270167,235,1559917.079939539
-73.97127833,40.764085,24-07-2021 15:08,1.008291135,POINT (586825.5119245858 4513077.769815407),6,43658.775435556236,71,501271.0880270167,236,1567568.046573442
-73.971255,40.76410833,24-07-2021 15:08,1.008291135,POINT (586827.4506747748 4513080.382710274),6,43658.775435556236,71,501271.0880270167,237,1568744.5897381466
-73.97115833,40.76419,24-07-2021 15:08,1.010575056,POINT (586835.5035748066 4513089.544372022),8,57725.97746960122,73,515579.6636877142,238,1568806.401084102
-73.97109,40.76432333,24-07-2021 15:08,1.010575056,POINT (586841.0972389826 4513104.41264554),7,50443.57148738619,72,501016.83146128943,240,1577114.2220799336
-73.97102667,40.76440167,24-07-2021 15:08,1.008411341,POINT (586846.3404572228 4513113.171666153),6,44497.50778946077,72,501016.83146128943,240,1575345.4664641083
-73.97088667,40.76458333,24-07-2021 15:08,1.006247626,POINT (586857.9202551187 4513133.475895831),6,44497.50778946077,71,493976.33136060764,240,1582966.6808041397
-73.97081167,40.764675,24-07-2021 15:08,1.006247626,POINT (586864.131045715 4513143.726214678),6,44497.50778946077,72,492823.20180218446,236,1545928.6129556852
-73.970675,40.76482667,24-07-2021 15:08,1.006247626,POINT (586875.4687429529 4513160.69805876),7,51991.32615248566,74,491020.5973394053,238,1561541.9680543472
-73.97060833,40.76490333,24-07-2021 15:08,1.004083911,POINT (586880.9959684105 4513169.27392032),8,59819.66560944802,72,473426.6212428633,237,1562447.3328134618
-73.970555,40.76496,24-07-2021 15:08,1.004083911,POINT (586885.4232998249 4513175.617533305),7,52256.30878948408,71,458642.1163224554,237,1562685.6769045265
-73.970515,40.76501167,24-07-2021 15:08,1.001920197,POINT (586888.732063519 4513181.392909789),6,44375.159535055245,70,458396.66203559976,234,1543442.6059397385
-73.97044333,40.76508833,24-07-2021 15:08,1.001920197,POINT (586894.6812647757 4513189.973733995),6,44375.159535055245,71,471523.725054206,234,1547368.991330266
-73.97039667,40.76514667,24-07-2021 15:08,1.004083911,POINT (586898.5434389566 4513196.496132192),6,44375.159535055245,72,477834.9950735104,235,1548196.1258147778
-73.97035667,40.76521,24-07-2021 15:08,1.004083911,POINT (586901.8369928983 4513203.565864011),6,44375.159535055245,71,470004.34209758224,235,1548196.1258147778
-73.970315,40.76526833,24-07-2021 15:08,1.001920197,POINT (586905.2780042369 4513210.082213481),6,44375.159535055245,70,462705.88554942963,232,1527993.1112987453
-73.97026667,40.76532167,24-07-2021 15:08,1.001920197,POINT (586909.28762217 4513216.051233804),6,44375.159535055245,71,463078.27441255935,232,1533437.7541977046
-73.97022333,40.765375,24-07-2021 15:08,1.004083911,POINT (586912.8760850972 4513222.014203204),6,44375.159535055245,71,454218.48788462766,230,1526513.779647136
-73.970195,40.76541667,24-07-2021 15:08,1.004083911,POINT (586915.2128749136 4513226.667955831),7,51950.26759964645,72,461475.5438116918,229,1517016.4402417694
-73.97016333,40.76544667,24-07-2021 15:08,1.008411341,POINT (586917.8467666684 4513230.02955899),8,59948.371574449346,72,461475.5438116918,228,1502483.7420034714
-73.97012667,40.76546667,24-07-2021 15:08,1.008411341,POINT (586920.9148469872 4513232.286030386),8,59948.371574449346,72,461475.5438116918,230,1510902.1619858355
-73.97008333,40.76549667,24-07-2021 15:09,1.004083911,POINT (586924.5336930531 4513235.659197645),8,59948.371574449346,71,454460.07732897275,230,1510902.1619858355
-73.97004167,40.765515,24-07-2021 15:09,1.004083911,POINT (586928.0259497947 4513237.735243076),8,59948.371574449346,71,454460.07732897275,229,1507879.7168791627
-73.96999333,40.76553,24-07-2021 15:09,1.006247626,POINT (586932.0863421764 4513239.448253512),8,59948.371574449346,70,446620.1941740166,229,1512307.7978153308
-73.96993167,40.76552667,24-07-2021 15:09,1.006247626,POINT (586937.2948412875 4513239.139694813),7,52929.31007606852,70,446620.1941740166,228,1510985.079986856
-73.96986833,40.76546333,24-07-2021 15:09,1.004083911,POINT (586942.7233482444 4513232.171236164),8,59948.371574449346,71,463283.8031904493,231,1525964.8626286208
-73.9698,40.76541167,24-07-2021 15:10,1.004083911,POINT (586948.5578024947 4513226.504295799),8,59948.371574449346,71,471019.9470313425,234,1549152.7590202622
-73.96972333,40.76538667,24-07-2021 15:10,0.997592767,POINT (586955.061418891 4513223.805089245),8,59948.371574449346,71,471019.9470313425,235,1560358.6781712477
-73.96956333,40.76531833,24-07-2021 15:10,0.999756482,POINT (586968.6546882247 4513216.377414702),6,43983.52941700426,71,471019.9470313425,236,1574003.9031851527
-73.96948667,40.76528667,24-07-2021 15:10,0.999756482,POINT (586975.1661606276 4513212.938904807),6,43983.52941700426,74,485937.1166420829,235,1578084.3944577728
-73.96939667,40.76525333,24-07-2021 15:10,0.997592767,POINT (586982.8057424051 4513209.327133028),6,43983.52941700426,75,496982.12751199794,235,1583783.5236806793
-73.96930667,40.76521667,24-07-2021 15:10,0.997592767,POINT (586990.4496612241 4513205.34682368),6,43983.52941700426,75,496982.12751199794,235,1583783.5236806793
-73.96912167,40.765155,24-07-2021 15:10,0.995429052,POINT (587006.1443359636 4513198.684425649),8,59206.02257985878,74,496906.9278946552,236,1581909.7385371367
-73.96904,40.76512667,24-07-2021 15:10,0.997592767,POINT (587013.0743493882 4513195.620572379),6,44787.13431673565,74,496906.9278946552,236,1581909.7385371367
-73.96890833,40.765105,24-07-2021 15:10,0.991101622,POINT (587024.2157526766 4513193.345629032),6,44787.13431673565,72,491923.6648834482,239,1606422.7964038644
-73.96886833,40.76507333,24-07-2021 15:10,0.991101622,POINT (587027.6331268972 4513189.86969304),6,44787.13431673565,72,491923.6648834482,238,1600460.1875491014
-73.96883833,40.76505333,24-07-2021 15:10,0.993265337,POINT (587030.1912640024 4513187.679298215),6,44787.13431673565,72,491923.6648834482,237,1596872.398378334
-73.96873,40.76494333,24-07-2021 15:10,0.991221829,POINT (587039.4780039701 4513175.575921273),7,52339.17124206435,72,503231.0987193599,238,1613917.2664059196
-73.968675,40.76493,24-07-2021 15:10,0.989058114,POINT (587044.1374878817 4513174.150753595),7,52339.17124206435,72,503231.0987193599,239,1623871.439695352
-73.96852333,40.764885,24-07-2021 15:10,0.989058114,POINT (587056.9974141947 4513169.305893016),8,59883.215000559714,71,496215.6322366408,239,1623871.439695352
-73.96843,40.764865,24-07-2021 15:10,0.989058114,POINT (587064.9007295243 4513167.178350875),8,59883.215000559714,72,496369.2954573895,239,1613515.4720259428
-73.96833,40.764845,24-07-2021 15:10,0.986894399,POINT (587073.3670094045 4513165.057436608),8,59883.215000559714,72,496369.2954573895,239,1620091.3473967472
-73.968225,40.76482833,24-07-2021 15:10,0.986894399,POINT (587082.2509563391 4513163.311150026),6,45320.10974368352,73,501345.93900242593,239,1621878.261926881
-73.968125,40.76479667,24-07-2021 15:10,0.984730684,POINT (587090.7324686337 4513159.8959064325),6,45320.10974368352,73,510227.38572615787,240,1617237.3491676922
-73.96802833,40.76476333,24-07-2021 15:10,0.984730684,POINT (587098.9351242239 4513156.290873849),6,45320.10974368352,74,510648.42249214574,241,1613445.1417846014
-73.96792667,40.76473,24-07-2021 15:10,0.984730684,POINT (587107.5589404824 4513152.69191448),6,45320.10974368352,73,494802.1085843949,243,1628698.8135102366
-73.96782167,40.76469667,24-07-2021 15:10,0.984730684,POINT (587116.4646678709 4513149.096281391),5,37745.00167909231,75,500525.16110674635,244,1637104.793677093
-73.96772333,40.76464667,24-07-2021 15:10,0.982566969,POINT (587124.8300584594 4513143.643548126),5,37745.00167909231,76,504528.8864424622,246,1638832.6887369864
-73.96764333,40.76460833,24-07-2021 15:10,0.982566969,POINT (587131.6322976344 4513139.466959709),5,37745.00167909231,77,514280.54575431347,249,1662814.9476857581
-73.96755333,40.76456833,24-07-2021 15:10,0.984730684,POINT (587139.280734138 4513135.116036508),6,40652.23293165177,77,514280.54575431347,250,1663419.4791204287
-73.96748167,40.76453,24-07-2021 15:10,0.984730684,POINT (587145.3790622964 4513130.93228753),5,33158.41456862688,76,516645.05073082965,249,1655346.1806357214
-73.967405,40.76448833,24-07-2021 15:10,0.984730684,POINT (587151.9046160076 4513126.382754521),6,40702.458327122244,75,516628.3061402364,252,1658805.7465294262
-73.96733667,40.76445833,24-07-2021 15:10,0.984730684,POINT (587157.7110156773 4513123.120401368),7,43899.95920726887,75,516628.3061402364,251,1653535.4098021998
